"airline","date_of_journey","source","destination","route","dep_time","arrival_time","total_stops","additional_info","price","journey_day","journey_month","duration_total_mins"
"Air India","2023-02-14","Chennai","Guwahati","CHE-NAG-GUW","16:19","20:04",1,"extra baggage allowed",5620,14,2,465
"Star Air","2021-04-16","Goa","Kolkata","GOA-CHE-KOL","08:50","00:46",1,"new aircraft",4359,16,4,300
"TruJet","2021-07-06","Pune","Lucknow","PUN-NAG-LUC","05:39","00:50",1,"in-flight meal not included",7137,6,7,810
"Alliance Air","2022-03-25","Surat","Patna","SUR-DEL-MUM-PAT","05:31","19:44",2,"new aircraft",9276,25,3,420
"Star Air","2019-06-13","Jaipur","Goa","JAI-PUN-GUW-KOL-GOA","10:55","12:44",3,"in-flight meal not included",7700,13,6,90
"AirAsia India","2021-01-22","Mumbai","Kolkata","MUM-DEL-GUW-HYD-KOL","22:39","19:11",3,"wifi available",15937,22,1,825
"Vistara","2025-02-05","Raipur","Kolkata","RAI-MUM-JAI-KOL","20:24","04:47",2,"1 long layover",5047,5,2,330
"Alliance Air","2025-04-19","Indore","Cochin","IND-BHU-COC","11:10","22:40",1,"new aircraft",5291,19,4,945
"Akasa Air","2020-05-10","Mumbai","Goa","MUM-PUN-NAG-IND-GOA","10:41","10:50",3,"limited seats",8036,10,5,495
"Star Air","2019-04-01","Hyderabad","Bhubaneswar","HYD-BHU","06:14","08:36",0,"business class available",5627,1,4,630
"SpiceJet","2022-03-20","Mumbai","Ahmedabad","MUM-AHM","08:19","09:24",0,"red-eye flight",4887,20,3,675
"Alliance Air","2024-06-23","Kolkata","Hyderabad","KOL-MUM-GUW-HYD","15:23","16:45",2,"red-eye flight",11055,23,6,660
"TruJet","2020-11-27","Bhubaneswar","Jaipur","BHU-DEL-MUM-JAI","13:45","18:51",2,"red-eye flight",9485,27,11,150
"GoAir","2020-12-01","Ahmedabad","Kolkata","AHM-DEL-JAI-KOL","13:39","05:59",2,"limited seats",8556,1,12,930
"Alliance Air","2021-01-12","Cochin","Indore","COC-IND","19:50","13:50",0,"limited seats",3781,12,1,825
"TruJet","2025-07-04","Patna","Bhubaneswar","PAT-BAN-BHU","04:06","22:47",1,"business class available",8939,4,7,645
"Alliance Air","2022-12-23","Surat","Nagpur","SUR-HYD-BAN-JAI-NAG","11:34","00:37",3,"wifi available",11297,23,12,150
"Akasa Air","2024-05-26","Nagpur","Hyderabad","NAG-BHU-LUC-HYD","05:36","04:10",2,"business class available",9456,26,5,75
"GoAir","2020-11-01","Guwahati","Pune","GUW-SUR-PUN","19:23","16:49",1,"business class available",7151,1,11,540
"SpiceJet","2020-03-14","Pune","Chennai","PUN-CHE","13:52","11:33",0,"new aircraft",3152,14,3,705
"IndiGo","2025-02-03","Lucknow","Mumbai","LUC-MUM","07:03","13:21",0,"1 long layover",6124,3,2,405
"Vistara","2020-08-28","Cochin","Kolkata","COC-BAN-GUW-JAI-KOL","17:31","09:32",3,"new aircraft",10859,28,8,600
"GoAir","2023-02-14","Varanasi","Lucknow","VAR-LUC","12:20","12:59",0,"in-flight meal not included",6471,14,2,495
"Air India","2019-09-19","Delhi","Patna","DEL-PAT","18:20","16:52",0,"limited seats",3718,19,9,105
"Akasa Air","2022-07-14","Cochin","Nagpur","COC-LUC-NAG","08:01","22:22",1,"new aircraft",9469,14,7,435
"Air India","2022-06-21","Mumbai","Delhi","MUM-CHE-DEL","18:50","02:59",1,"none",7122,21,6,825
"Air India","2020-01-26","Mumbai","Patna","MUM-BAN-CHE-PUN-PAT","10:20","23:39",3,"wifi available",13581,26,1,870
"IndiGo","2019-03-03","Varanasi","Lucknow","VAR-PUN-LUC","19:32","03:54",1,"1 long layover",9491,3,3,945
"AirAsia India","2019-06-05","Kolkata","Ahmedabad","KOL-IND-MUM-AHM","16:17","18:53",2,"red-eye flight",13797,5,6,600
"GoAir","2024-05-20","Bangalore","Pune","BAN-PUN","03:40","08:26",0,"red-eye flight",5031,20,5,255
"Akasa Air","2022-05-03","Pune","Lucknow","PUN-JAI-VAR-LUC","07:17","12:10",2,"in-flight meal not included",14397,3,5,315
"SpiceJet","2020-12-05","Surat","Varanasi","SUR-LUC-BAN-GOA-VAR","06:36","13:38",3,"extra baggage allowed",13108,5,12,60
"SpiceJet","2022-05-19","Hyderabad","Mumbai","HYD-BHU-CHE-GUW-MUM","12:35","18:17",3,"wifi available",11143,19,5,855
"AirAsia India","2019-05-10","Lucknow","Chennai","LUC-KOL-BHU-MUM-CHE","04:13","21:36",3,"business class available",9652,10,5,405
"GoAir","2021-02-05","Pune","Chennai","PUN-CHE","07:06","06:13",0,"in-flight meal not included",4718,5,2,300
"IndiGo","2021-02-19","Kolkata","Cochin","KOL-GOA-VAR-NAG-COC","14:34","14:03",3,"red-eye flight",15508,19,2,450
"TruJet","2021-07-05","Varanasi","Bangalore","VAR-NAG-BAN","18:00","22:24",1,"in-flight meal not included",9377,5,7,600
"Star Air","2023-03-21","Hyderabad","Varanasi","HYD-VAR","04:46","02:52",0,"red-eye flight",3773,21,3,165
"SpiceJet","2019-05-12","Nagpur","Raipur","NAG-HYD-AHM-VAR-RAI","20:55","20:42",3,"business class available",12385,12,5,705
"IndiGo","2021-12-17","Patna","Cochin","PAT-CHE-IND-COC","17:08","19:16",2,"business class available",10236,17,12,480
"TruJet","2020-07-25","Cochin","Jaipur","COC-CHE-JAI","11:57","04:56",1,"limited seats",7061,25,7,465
"SpiceJet","2022-07-16","Mumbai","Nagpur","MUM-CHE-PUN-DEL-NAG","13:07","05:49",3,"none",7152,16,7,405
"TruJet","2020-01-12","Chennai","Surat","CHE-COC-GUW-SUR","20:14","14:41",2,"wifi available",6848,12,1,210
"AirAsia India","2019-12-27","Surat","Ahmedabad","SUR-GOA-NAG-AHM","03:06","20:52",2,"extra baggage allowed",7770,27,12,675
"Alliance Air","2022-09-28","Patna","Bhubaneswar","PAT-VAR-BHU","10:08","18:54",1,"limited seats",10260,28,9,390
"Star Air","2020-09-17","Ahmedabad","Mumbai","AHM-PUN-JAI-MUM","18:29","06:27",2,"wifi available",12117,17,9,855
"Air India","2019-12-01","Mumbai","Patna","MUM-COC-NAG-VAR-PAT","08:34","21:04",3,"limited seats",12902,1,12,150
"SpiceJet","2022-06-24","Varanasi","Chennai","VAR-CHE","22:51","17:21",0,"new aircraft",9481,24,6,810
"SpiceJet","2024-09-12","Pune","Ahmedabad","PUN-BAN-BHU-GUW-AHM","10:59","07:55",3,"none",11386,12,9,510
"Air India","2024-02-02","Chennai","Pune","CHE-KOL-COC-PUN","12:05","18:39",2,"limited seats",12671,2,2,735
"SpiceJet","2020-11-13","Chennai","Patna","CHE-PAT","19:44","02:56",0,"in-flight meal not included",5322,13,11,870
"AirAsia India","2022-08-10","Ahmedabad","Kolkata","AHM-MUM-COC-LUC-KOL","14:49","12:02",3,"wifi available",14994,10,8,435
"Alliance Air","2024-02-08","Chennai","Ahmedabad","CHE-MUM-DEL-KOL-AHM","05:05","13:32",3,"none",10722,8,2,810
"GoAir","2022-09-05","Indore","Bhubaneswar","IND-JAI-AHM-KOL-BHU","23:35","18:51",3,"business class available",10533,5,9,765
"Akasa Air","2020-04-19","Nagpur","Kolkata","NAG-PUN-PAT-KOL","08:19","04:32",2,"1 long layover",6028,19,4,615
"Star Air","2020-07-23","Guwahati","Bangalore","GUW-GOA-BAN","01:13","16:40",1,"business class available",6953,23,7,285
"Air India","2019-10-19","Varanasi","Lucknow","VAR-LUC","01:03","03:40",0,"new aircraft",8869,19,10,795
"Air India","2019-07-04","Pune","Nagpur","PUN-COC-IND-NAG","03:46","12:54",2,"business class available",7449,4,7,120
"Akasa Air","2021-04-28","Nagpur","Patna","NAG-SUR-BAN-VAR-PAT","19:36","07:33",3,"business class available",14967,28,4,285
"AirAsia India","2021-05-08","Cochin","Raipur","COC-HYD-JAI-BHU-RAI","04:09","00:30",3,"none",7127,8,5,510
"Alliance Air","2025-07-07","Chennai","Kolkata","CHE-LUC-IND-KOL","23:27","02:56",2,"new aircraft",9720,7,7,795
"Air India","2020-01-13","Bangalore","Ahmedabad","BAN-SUR-RAI-AHM","00:13","21:36",2,"1 long layover",11027,13,1,870
"TruJet","2023-11-06","Delhi","Indore","DEL-GOA-IND","10:12","04:25",1,"business class available",10264,6,11,255
"GoAir","2020-03-11","Bhubaneswar","Delhi","BHU-DEL","14:07","14:42",0,"business class available",10683,11,3,180
"AirAsia India","2022-10-14","Nagpur","Lucknow","NAG-VAR-PAT-GUW-LUC","08:03","15:25",3,"none",9217,14,10,390
"SpiceJet","2022-05-23","Hyderabad","Indore","HYD-MUM-PAT-IND","04:20","07:31",2,"in-flight meal not included",12084,23,5,780
"SpiceJet","2025-07-25","Pune","Raipur","PUN-RAI","04:42","04:58",0,"in-flight meal not included",8619,25,7,270
"AirAsia India","2024-08-17","Chennai","Cochin","CHE-SUR-DEL-COC","19:20","18:39",2,"limited seats",6603,17,8,135
"Alliance Air","2023-09-21","Bangalore","Hyderabad","BAN-GUW-MUM-HYD","18:35","23:04",2,"extra baggage allowed",5530,21,9,210
"Alliance Air","2021-11-08","Mumbai","Bhubaneswar","MUM-GUW-BHU","12:05","15:15",1,"in-flight meal not included",7451,8,11,630
"Akasa Air","2023-03-15","Kolkata","Delhi","KOL-JAI-VAR-DEL","23:16","15:07",2,"wifi available",11635,15,3,645
"AirAsia India","2019-05-09","Nagpur","Cochin","NAG-LUC-RAI-COC","12:44","07:39",2,"1 long layover",9379,9,5,735
"Vistara","2025-11-08","Ahmedabad","Kolkata","AHM-BAN-KOL","07:55","05:53",1,"extra baggage allowed",6697,8,11,450
"TruJet","2024-04-01","Cochin","Delhi","COC-BAN-MUM-AHM-DEL","13:01","04:01",3,"wifi available",6651,1,4,660
"Air India","2023-01-17","Surat","Guwahati","SUR-GUW","19:03","22:37",0,"red-eye flight",10021,17,1,300
"Alliance Air","2023-02-02","Delhi","Mumbai","DEL-MUM","00:19","13:34",0,"limited seats",4464,2,2,300
"Air India","2025-04-24","Bhubaneswar","Goa","BHU-DEL-NAG-GOA","15:42","15:08",2,"business class available",13609,24,4,855
"IndiGo","2025-04-08","Guwahati","Indore","GUW-KOL-PAT-NAG-IND","03:22","08:07",3,"in-flight meal not included",7534,8,4,405
"Air India","2024-05-12","Surat","Guwahati","SUR-HYD-AHM-GUW","13:58","21:13",2,"in-flight meal not included",11785,12,5,600
"SpiceJet","2022-05-10","Lucknow","Delhi","LUC-VAR-NAG-HYD-DEL","07:39","15:53",3,"business class available",9032,10,5,645
"AirAsia India","2024-01-04","Nagpur","Delhi","NAG-DEL","11:36","05:57",0,"in-flight meal not included",5304,4,1,450
"SpiceJet","2022-09-02","Jaipur","Delhi","JAI-SUR-PUN-DEL","12:04","10:40",2,"red-eye flight",14999,2,9,765
"SpiceJet","2023-07-19","Pune","Guwahati","PUN-PAT-GUW","05:52","22:17",1,"new aircraft",12764,19,7,690
"Vistara","2019-06-15","Cochin","Bhubaneswar","COC-BHU","07:44","05:13",0,"extra baggage allowed",4282,15,6,315
"Star Air","2021-01-07","Indore","Bhubaneswar","IND-BHU","18:45","02:12",0,"wifi available",11861,7,1,375
"Air India","2022-08-17","Indore","Chennai","IND-KOL-CHE","04:01","03:35",1,"extra baggage allowed",12885,17,8,465
"IndiGo","2024-07-24","Delhi","Goa","DEL-GOA","00:53","00:17",0,"limited seats",5911,24,7,780
"Star Air","2019-07-16","Raipur","Bangalore","RAI-BHU-AHM-DEL-BAN","00:26","01:57",3,"in-flight meal not included",6447,16,7,180
"Vistara","2021-12-04","Kolkata","Nagpur","KOL-NAG","19:24","14:49",0,"1 long layover",8125,4,12,120
"IndiGo","2023-04-14","Bhubaneswar","Hyderabad","BHU-VAR-SUR-GOA-HYD","19:34","19:44",3,"red-eye flight",14219,14,4,390
"SpiceJet","2022-04-22","Lucknow","Guwahati","LUC-BAN-PAT-SUR-GUW","03:30","09:00",3,"1 long layover",8990,22,4,105
"IndiGo","2020-10-28","Goa","Mumbai","GOA-LUC-SUR-MUM","01:58","22:09",2,"business class available",14321,28,10,780
"Akasa Air","2019-11-06","Jaipur","Indore","JAI-BAN-GUW-CHE-IND","10:22","12:10",3,"1 long layover",6100,6,11,315
"Star Air","2023-02-17","Varanasi","Patna","VAR-RAI-PAT","01:39","02:10",1,"limited seats",7560,17,2,780
"Alliance Air","2023-09-20","Cochin","Delhi","COC-DEL","17:24","04:56",0,"business class available",8795,20,9,690
"SpiceJet","2022-10-06","Nagpur","Chennai","NAG-BAN-CHE","10:15","14:22",1,"in-flight meal not included",5773,6,10,135
"Akasa Air","2019-04-01","Lucknow","Bhubaneswar","LUC-SUR-BAN-JAI-BHU","02:57","11:57",3,"extra baggage allowed",15012,1,4,450
"SpiceJet","2024-01-26","Ahmedabad","Pune","AHM-HYD-IND-PUN","17:38","18:55",2,"extra baggage allowed",11252,26,1,540
"TruJet","2020-03-21","Hyderabad","Mumbai","HYD-COC-GOA-IND-MUM","03:17","02:13",3,"business class available",7986,21,3,465
"Air India","2025-10-07","Ahmedabad","Surat","AHM-BAN-CHE-SUR","21:22","04:41",2,"limited seats",13356,7,10,720
"Akasa Air","2023-10-15","Bangalore","Cochin","BAN-PAT-SUR-COC","06:59","09:42",2,"new aircraft",8634,15,10,60
"IndiGo","2021-08-28","Lucknow","Pune","LUC-PUN","05:51","17:00",0,"wifi available",8851,28,8,825
"Akasa Air","2021-08-10","Cochin","Chennai","COC-PAT-HYD-CHE","04:57","07:32",2,"extra baggage allowed",7198,10,8,555
"Vistara","2025-02-06","Hyderabad","Lucknow","HYD-PAT-NAG-LUC","03:59","13:41",2,"wifi available",13848,6,2,360
"Vistara","2022-09-11","Kolkata","Ahmedabad","KOL-GOA-AHM","13:04","03:04",1,"none",4800,11,9,840
"Akasa Air","2021-02-12","Pune","Surat","PUN-CHE-VAR-SUR","03:58","22:06",2,"new aircraft",13592,12,2,420
"Star Air","2024-01-07","Lucknow","Bangalore","LUC-PAT-COC-AHM-BAN","07:44","13:40",3,"extra baggage allowed",8729,7,1,210
"IndiGo","2021-03-10","Hyderabad","Guwahati","HYD-AHM-GUW","06:45","18:15",1,"limited seats",10962,10,3,435
"SpiceJet","2020-04-01","Lucknow","Ahmedabad","LUC-MUM-AHM","12:46","21:02",1,"in-flight meal not included",8354,1,4,375
"SpiceJet","2021-03-21","Kolkata","Nagpur","KOL-NAG","11:25","19:09",0,"business class available",7414,21,3,255
"Akasa Air","2025-12-27","Mumbai","Pune","MUM-LUC-BHU-VAR-PUN","15:27","19:57",3,"wifi available",8568,27,12,795
"Akasa Air","2019-02-27","Nagpur","Pune","NAG-PUN","01:40","10:10",0,"wifi available",11724,27,2,360
"AirAsia India","2023-10-08","Kolkata","Nagpur","KOL-IND-GOA-NAG","23:17","23:48",2,"wifi available",7903,8,10,915
"Akasa Air","2024-04-12","Chennai","Bhubaneswar","CHE-AHM-BHU","11:03","02:44",1,"extra baggage allowed",10296,12,4,435
"Star Air","2025-01-16","Cochin","Pune","COC-PUN","02:00","11:37",0,"in-flight meal not included",11180,16,1,645
"IndiGo","2023-03-10","Surat","Goa","SUR-CHE-GOA","05:54","08:13",1,"in-flight meal not included",13104,10,3,900
"TruJet","2022-03-12","Goa","Pune","GOA-KOL-COC-PUN","00:16","08:13",2,"extra baggage allowed",13559,12,3,90
"Air India","2024-04-16","Lucknow","Varanasi","LUC-IND-VAR","23:56","05:19",1,"limited seats",10297,16,4,105
"IndiGo","2022-03-11","Surat","Varanasi","SUR-PAT-NAG-VAR","05:45","04:38",2,"limited seats",15001,11,3,150
"Akasa Air","2021-07-01","Mumbai","Chennai","MUM-LUC-CHE","17:50","00:33",1,"limited seats",4798,1,7,375
"TruJet","2022-07-15","Hyderabad","Bangalore","HYD-BAN","07:52","09:22",0,"1 long layover",11451,15,7,795
"SpiceJet","2021-07-14","Delhi","Kolkata","DEL-GUW-BHU-PUN-KOL","21:38","12:35",3,"extra baggage allowed",12215,14,7,525
"Alliance Air","2022-09-02","Bhubaneswar","Kolkata","BHU-NAG-KOL","12:45","06:34",1,"new aircraft",9192,2,9,315
"Air India","2022-11-06","Jaipur","Surat","JAI-HYD-PUN-AHM-SUR","06:53","23:17",3,"limited seats",9456,6,11,705
"Star Air","2022-12-09","Raipur","Mumbai","RAI-GUW-HYD-MUM","21:05","16:48",2,"in-flight meal not included",6855,9,12,255
"IndiGo","2020-08-22","Goa","Jaipur","GOA-SUR-GUW-CHE-JAI","19:08","15:08",3,"red-eye flight",10216,22,8,720
"IndiGo","2020-10-05","Ahmedabad","Hyderabad","AHM-COC-LUC-HYD","22:18","11:12",2,"wifi available",8243,5,10,540
"AirAsia India","2023-02-11","Jaipur","Varanasi","JAI-COC-GUW-VAR","04:43","11:17",2,"in-flight meal not included",12357,11,2,720
"IndiGo","2019-05-25","Delhi","Varanasi","DEL-BHU-VAR","03:35","21:28",1,"extra baggage allowed",8174,25,5,315
"GoAir","2019-09-03","Indore","Guwahati","IND-VAR-RAI-SUR-GUW","12:44","05:51",3,"extra baggage allowed",11830,3,9,345
"Akasa Air","2021-01-08","Delhi","Pune","DEL-JAI-PAT-GUW-PUN","03:36","13:54",3,"red-eye flight",10193,8,1,150
"IndiGo","2021-05-20","Chennai","Ahmedabad","CHE-KOL-RAI-GUW-AHM","02:24","01:15",3,"new aircraft",12290,20,5,855
"Air India","2020-12-08","Goa","Delhi","GOA-HYD-BAN-DEL","19:57","04:53",2,"red-eye flight",12785,8,12,90
"Air India","2022-07-08","Raipur","Bangalore","RAI-BAN","00:45","13:07",0,"1 long layover",10497,8,7,645
"Air India","2020-07-01","Indore","Delhi","IND-VAR-DEL","08:15","09:08",1,"in-flight meal not included",7042,1,7,390
"Air India","2024-01-01","Nagpur","Mumbai","NAG-JAI-DEL-MUM","09:31","10:35",2,"new aircraft",5169,1,1,105
"GoAir","2020-12-25","Cochin","Bangalore","COC-BHU-BAN","15:18","15:29",1,"1 long layover",4385,25,12,525
"AirAsia India","2024-01-19","Patna","Delhi","PAT-DEL","11:08","20:07",0,"business class available",7959,19,1,825
"GoAir","2025-12-10","Raipur","Bangalore","RAI-HYD-PUN-BAN","05:23","07:50",2,"limited seats",12458,10,12,705
"AirAsia India","2024-04-09","Chennai","Bangalore","CHE-COC-GOA-IND-BAN","23:39","03:41",3,"red-eye flight",9502,9,4,900
"Alliance Air","2022-10-07","Jaipur","Kolkata","JAI-LUC-SUR-GUW-KOL","04:44","19:19",3,"red-eye flight",11996,7,10,660
"IndiGo","2019-05-21","Guwahati","Pune","GUW-BAN-SUR-DEL-PUN","16:30","00:18",3,"none",8883,21,5,495
"Air India","2024-02-17","Kolkata","Nagpur","KOL-DEL-NAG","09:03","13:03",1,"none",12080,17,2,435
"Air India","2022-05-06","Varanasi","Surat","VAR-GUW-BHU-SUR","21:40","17:15",2,"business class available",10447,6,5,225
"Akasa Air","2021-01-20","Raipur","Goa","RAI-PAT-GUW-GOA","09:58","14:41",2,"business class available",8899,20,1,930
"TruJet","2022-01-27","Jaipur","Indore","JAI-CHE-COC-BHU-IND","21:04","21:36",3,"new aircraft",10514,27,1,855
"TruJet","2023-06-21","Goa","Surat","GOA-AHM-GUW-COC-SUR","15:20","05:25",3,"1 long layover",13535,21,6,465
"Air India","2019-11-17","Patna","Pune","PAT-PUN","01:18","15:20",0,"limited seats",8051,17,11,825
"Air India","2021-05-28","Nagpur","Varanasi","NAG-MUM-BAN-GUW-VAR","03:14","13:35",3,"red-eye flight",9949,28,5,600
"Star Air","2021-08-24","Bangalore","Lucknow","BAN-HYD-GUW-KOL-LUC","10:07","20:16",3,"limited seats",14890,24,8,675
"Air India","2023-09-11","Varanasi","Patna","VAR-PAT","05:22","17:30",0,"red-eye flight",10338,11,9,285
"Akasa Air","2020-07-03","Indore","Kolkata","IND-PAT-KOL","16:29","22:06",1,"none",4488,3,7,255
"TruJet","2022-07-14","Delhi","Hyderabad","DEL-HYD","12:15","14:25",0,"extra baggage allowed",3801,14,7,300
"IndiGo","2022-12-11","Delhi","Lucknow","DEL-LUC","11:15","03:39",0,"new aircraft",4973,11,12,915
"Alliance Air","2020-06-09","Lucknow","Kolkata","LUC-RAI-MUM-VAR-KOL","14:16","18:00",3,"new aircraft",12503,9,6,840
"AirAsia India","2022-08-17","Cochin","Goa","COC-KOL-LUC-GOA","04:00","08:25",2,"1 long layover",9571,17,8,480
"IndiGo","2021-03-10","Indore","Mumbai","IND-MUM","20:04","15:15",0,"1 long layover",8876,10,3,540
"SpiceJet","2019-11-23","Goa","Ahmedabad","GOA-AHM","18:39","09:08",0,"red-eye flight",4998,23,11,405
"Vistara","2019-06-08","Ahmedabad","Guwahati","AHM-KOL-PUN-COC-GUW","18:17","00:23",3,"1 long layover",11447,8,6,825
"SpiceJet","2023-12-07","Varanasi","Nagpur","VAR-IND-NAG","06:52","23:34",1,"in-flight meal not included",6685,7,12,435
"Alliance Air","2020-10-06","Surat","Jaipur","SUR-GOA-PUN-JAI","13:15","17:28",2,"red-eye flight",10452,6,10,690
"Star Air","2025-03-10","Varanasi","Cochin","VAR-SUR-BHU-COC","19:32","11:22",2,"none",13565,10,3,570
"TruJet","2023-02-04","Indore","Bhubaneswar","IND-KOL-RAI-BHU","22:52","22:56",2,"red-eye flight",6068,4,2,720
"TruJet","2024-06-07","Ahmedabad","Jaipur","AHM-HYD-JAI","21:10","04:43",1,"1 long layover",4849,7,6,390
"Alliance Air","2022-04-17","Delhi","Kolkata","DEL-MUM-HYD-KOL","06:13","15:00",2,"extra baggage allowed",10944,17,4,435
"Vistara","2020-12-08","Ahmedabad","Bangalore","AHM-BAN","22:34","08:50",0,"red-eye flight",8541,8,12,255
"Air India","2020-09-06","Delhi","Cochin","DEL-BHU-COC","17:09","09:57",1,"in-flight meal not included",10027,6,9,885
"Akasa Air","2025-03-04","Patna","Indore","PAT-KOL-IND","07:07","06:35",1,"extra baggage allowed",9683,4,3,780
"TruJet","2020-09-17","Ahmedabad","Lucknow","AHM-HYD-LUC","09:08","18:53",1,"in-flight meal not included",8008,17,9,855
"Vistara","2020-12-23","Delhi","Bhubaneswar","DEL-VAR-NAG-LUC-BHU","13:01","06:53",3,"red-eye flight",7513,23,12,405
"IndiGo","2021-07-08","Surat","Mumbai","SUR-RAI-AHM-PUN-MUM","15:12","21:15",3,"new aircraft",10937,8,7,180
"Vistara","2019-07-14","Chennai","Hyderabad","CHE-HYD","15:54","09:22",0,"1 long layover",5240,14,7,315
"IndiGo","2023-04-27","Lucknow","Pune","LUC-PUN","15:50","07:05",0,"new aircraft",10038,27,4,675
"GoAir","2021-04-13","Cochin","Indore","COC-SUR-VAR-HYD-IND","05:51","20:07",3,"1 long layover",12402,13,4,180
"IndiGo","2025-09-13","Delhi","Pune","DEL-HYD-BHU-VAR-PUN","18:17","17:36",3,"in-flight meal not included",12378,13,9,405
"SpiceJet","2022-06-04","Mumbai","Raipur","MUM-COC-RAI","19:18","17:02",1,"none",12499,4,6,825
"SpiceJet","2022-05-22","Hyderabad","Jaipur","HYD-IND-RAI-MUM-JAI","10:45","00:05",3,"wifi available",12334,22,5,285
"Akasa Air","2022-04-11","Mumbai","Pune","MUM-VAR-BHU-SUR-PUN","18:06","17:51",3,"limited seats",7137,11,4,615
"SpiceJet","2021-12-27","Cochin","Chennai","COC-NAG-CHE","23:15","10:23",1,"in-flight meal not included",6234,27,12,285
"IndiGo","2021-06-07","Pune","Lucknow","PUN-LUC","16:39","01:12",0,"extra baggage allowed",11303,7,6,525
"IndiGo","2023-06-03","Indore","Varanasi","IND-HYD-BHU-LUC-VAR","00:28","11:17",3,"extra baggage allowed",10303,3,6,660
"IndiGo","2020-02-24","Lucknow","Hyderabad","LUC-MUM-IND-CHE-HYD","14:31","07:23",3,"1 long layover",8000,24,2,345
"SpiceJet","2020-05-15","Guwahati","Goa","GUW-PAT-RAI-VAR-GOA","23:10","13:11",3,"limited seats",15214,15,5,930
"Akasa Air","2024-06-24","Bhubaneswar","Bangalore","BHU-BAN","10:02","04:31",0,"1 long layover",8884,24,6,585
"SpiceJet","2021-04-19","Hyderabad","Mumbai","HYD-VAR-RAI-MUM","22:59","20:22",2,"business class available",13989,19,4,585
